Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Canarias;Menos de 25 años;Hombres;2019;-12.695,22
Canarias;Menos de 25 años;Hombres;2018;-14.326,96
Canarias;Menos de 25 años;Hombres;2017;-13.350,24
Canarias;Menos de 25 años;Hombres;2016;..
Canarias;Menos de 25 años;Hombres;2015;-13.512,66
Canarias;Menos de 25 años;Hombres;2014;-11.585,5
Canarias;Menos de 25 años;Hombres;2013;-9.852,41
Canarias;Menos de 25 años;Hombres;2012;-10.575,88
Canarias;Menos de 25 años;Hombres;2011;-12.132,28
Canarias;Menos de 25 años;Hombres;2010;-12.163,4
Canarias;Menos de 25 años;Hombres;2009;-11.799,87
Canarias;Menos de 25 años;Hombres;2008;-12.749,95
Canarias;De 25 a 34 años;Ambos sexos;2021;16.477,75
Canarias;De 25 a 34 años;Ambos sexos;2020;16.608,61
Canarias;De 25 a 34 años;Ambos sexos;2019;16.467,9
Canarias;De 25 a 34 años;Ambos sexos;2018;16.988,89
Canarias;De 25 a 34 años;Ambos sexos;2017;15.294,99
Canarias;De 25 a 34 años;Ambos sexos;2016;15.008,79
Canarias;De 25 a 34 años;Ambos sexos;2015;14.968,51
Canarias;De 25 a 34 años;Ambos sexos;2014;15.419,07
Canarias;De 25 a 34 años;Ambos sexos;2013;14.587,94
Canarias;De 25 a 34 años;Ambos sexos;2012;14.609,27
Canarias;De 25 a 34 años;Ambos sexos;2011;15.914,18
Canarias;De 25 a 34 años;Ambos sexos;2010;16.855,12
Canarias;De 25 a 34 años;Ambos sexos;2009;16.686,36
Canarias;De 25 a 34 años;Ambos sexos;2008;16.554,57
Canarias;De 25 a 34 años;Mujeres;2021;15.607,75
Canarias;De 25 a 34 años;Mujeres;2020;15.823,03
Canarias;De 25 a 34 años;Mujeres;2019;15.843,22
Canarias;De 25 a 34 años;Mujeres;2018;15.690,63
Canarias;De 25 a 34 años;Mujeres;2017;14.681,22
Canarias;De 25 a 34 años;Mujeres;2016;14.162,43
Canarias;De 25 a 34 años;Mujeres;2015;14.132,95
Canarias;De 25 a 34 años;Mujeres;2014;15.230,17
Canarias;De 25 a 34 años;Mujeres;2013;13.951,78
Canarias;De 25 a 34 años;Mujeres;2012;13.688,66
Canarias;De 25 a 34 años;Mujeres;2011;14.919,74
Canarias;De 25 a 34 años;Mujeres;2010;15.803,28
Canarias;De 25 a 34 años;Mujeres;2009;16.167,9
Canarias;De 25 a 34 años;Mujeres;2008;15.768
Canarias;De 25 a 34 años;Hombres;2021;17.150,47
Canarias;De 25 a 34 años;Hombres;2020;17.228,06
Canarias;De 25 a 34 años;Hombres;2019;17.068,87
Canarias;De 25 a 34 años;Hombres;2018;18.514,5
Canarias;De 25 a 34 años;Hombres;2017;15.823,36
Canarias;De 25 a 34 años;Hombres;2016;15.896,81
Canarias;De 25 a 34 años;Hombres;2015;15.875,76
Canarias;De 25 a 34 años;Hombres;2014;15.629,94
Canarias;De 25 a 34 años;Hombres;2013;15.344,52
Canarias;De 25 a 34 años;Hombres;2012;15.810,76
Canarias;De 25 a 34 años;Hombres;2011;17.022,8
Canarias;De 25 a 34 años;Hombres;2010;18.052,42
Canarias;De 25 a 34 años;Hombres;2009;17.297,98
Canarias;De 25 a 34 años;Hombres;2008;17.382,75
Canarias;De 35 a 44 años;Ambos sexos;2021;21.674,09
Canarias;De 35 a 44 años;Ambos sexos;2020;20.922,58
Canarias;De 35 a 44 años;Ambos sexos;2019;20.495,01
Canarias;De 35 a 44 años;Ambos sexos;2018;20.813,72
Canarias;De 35 a 44 años;Ambos sexos;2017;19.698,42
Canarias;De 35 a 44 años;Ambos sexos;2016;19.226,93
Canarias;De 35 a 44 años;Ambos sexos;2015;20.029,07
Canarias;De 35 a 44 años;Ambos sexos;2014;19.131,2
Canarias;De 35 a 44 años;Ambos sexos;2013;19.249,08
Canarias;De 35 a 44 años;Ambos sexos;2012;19.777,79
Canarias;De 35 a 44 años;Ambos sexos;2011;20.180,39
Canarias;De 35 a 44 años;Ambos sexos;2010;19.981,27
Canarias;De 35 a 44 años;Ambos sexos;2009;19.522,66
Canarias;De 35 a 44 años;Ambos sexos;2008;19.524,66
Canarias;De 35 a 44 años;Mujeres;2021;20.681,56
Canarias;De 35 a 44 años;Mujeres;2020;19.744,06
Canarias;De 35 a 44 años;Mujeres;2019;19.141,64
Canarias;De 35 a 44 años;Mujeres;2018;20.066,9
Canarias;De 35 a 44 años;Mujeres;2017;19.091,62
Canarias;De 35 a 44 años;Mujeres;2016;18.269,14
Canarias;De 35 a 44 años;Mujeres;2015;19.129,05
Canarias;De 35 a 44 años;Mujeres;2014;18.715,04
Canarias;De 35 a 44 años;Mujeres;2013;18.324,45
Canarias;De 35 a 44 años;Mujeres;2012;18.880,1
Canarias;De 35 a 44 años;Mujeres;2011;19.341,58
Canarias;De 35 a 44 años;Mujeres;2010;18.644,36
Canarias;De 35 a 44 años;Mujeres;2009;18.076,19
Canarias;De 35 a 44 años;Mujeres;2008;18.567,6
Canarias;De 35 a 44 años;Hombres;2021;22.634,82
Canarias;De 35 a 44 años;Hombres;2020;22.122,34
Canarias;De 35 a 44 años;Hombres;2019;21.922,01
Canarias;De 35 a 44 años;Hombres;2018;21.506,93
Canarias;De 35 a 44 años;Hombres;2017;20.237,94
Canarias;De 35 a 44 años;Hombres;2016;20.074,51
Canarias;De 35 a 44 años;Hombres;2015;20.864,5
Canarias;De 35 a 44 años;Hombres;2014;19.529,87
Canarias;De 35 a 44 años;Hombres;2013;20.175,55
Canarias;De 35 a 44 años;Hombres;2012;20.690,55
Canarias;De 35 a 44 años;Hombres;2011;20.973,45
Canarias;De 35 a 44 años;Hombres;2010;21.231,4
Canarias;De 35 a 44 años;Hombres;2009;20.780,04
Canarias;De 35 a 44 años;Hombres;2008;20.257,38
Canarias;De 45 a 54 años;Ambos sexos;2021;24.722,21
Canarias;De 45 a 54 años;Ambos sexos;2020;24.055,8
Canarias;De 45 a 54 años;Ambos sexos;2019;23.736,61
Canarias;De 45 a 54 años;Ambos sexos;2018;23.122,47
Canarias;De 45 a 54 años;Ambos sexos;2017;22.336,38
Canarias;De 45 a 54 años;Ambos sexos;2016;21.965,2
Canarias;De 45 a 54 años;Ambos sexos;2015;22.148,07
Canarias;De 45 a 54 años;Ambos sexos;2014;22.394,51
Canarias;De 45 a 54 años;Ambos sexos;2013;22.127,62
Canarias;De 45 a 54 años;Ambos sexos;2012;22.246,07
Canarias;De 45 a 54 años;Ambos sexos;2011;22.284,33
Canarias;De 45 a 54 años;Ambos sexos;2010;21.137,26
Canarias;De 45 a 54 años;Ambos sexos;2009;20.917,1
Canarias;De 45 a 54 años;Ambos sexos;2008;20.685,96
Canarias;De 45 a 54 años;Mujeres;2021;23.279,89
Canarias;De 45 a 54 años;Mujeres;2020;22.879,63
Canarias;De 45 a 54 años;Mujeres;2019;22.417,1
Canarias;De 45 a 54 años;Mujeres;2018;20.807,97
Canarias;De 45 a 54 años;Mujeres;2017;21.010,68
Canarias;De 45 a 54 años;Mujeres;2016;20.279,04
Canarias;De 45 a 54 años;Mujeres;2015;20.321,17
Canarias;De 45 a 54 años;Mujeres;2014;20.244,48
Canarias;De 45 a 54 años;Mujeres;2013;20.018,51
Canarias;De 45 a 54 años;Mujeres;2012;20.059,74
Canarias;De 45 a 54 años;Mujeres;2011;19.721,25
Canarias;De 45 a 54 años;Mujeres;2010;18.834,74
Canarias;De 45 a 54 años;Mujeres;2009;19.148,28
Canarias;De 45 a 54 años;Mujeres;2008;18.703,19
Canarias;De 45 a 54 años;Hombres;2021;26.022,08
Canarias;De 45 a 54 años;Hombres;2020;25.134,58
Canarias;De 45 a 54 años;Hombres;2019;24.843,94
Canarias;De 45 a 54 años;Hombres;2018;25.201,18
Canarias;De 45 a 54 años;Hombres;2017;23.466,48
Canarias;De 45 a 54 años;Hombres;2016;23.457,02
Canarias;De 45 a 54 años;Hombres;2015;23.840,23
Canarias;De 45 a 54 años;Hombres;2014;24.340,05
Canarias;De 45 a 54 años;Hombres;2013;24.092,67
Canarias;De 45 a 54 años;Hombres;2012;24.300,72
Canarias;De 45 a 54 años;Hombres;2011;24.424,04
Canarias;De 45 a 54 años;Hombres;2010;23.368,59
Canarias;De 45 a 54 años;Hombres;2009;22.167,12
Canarias;De 45 a 54 años;Hombres;2008;22.047,88
Canarias;55 y más años;Ambos sexos;2021;26.224,51
Canarias;55 y más años;Ambos sexos;2020;25.189,73
Canarias;55 y más años;Ambos sexos;2019;24.158,45
Canarias;55 y más años;Ambos sexos;2018;23.592,7
Canarias;55 y más años;Ambos sexos;2017;23.573,26
Canarias;55 y más años;Ambos sexos;2016;23.238,05
Canarias;55 y más años;Ambos sexos;2015;23.185,89
Canarias;55 y más años;Ambos sexos;2014;23.981,38
Canarias;55 y más años;Ambos sexos;2013;22.307,08
Canarias;55 y más años;Ambos sexos;2012;22.665,03
Canarias;55 y más años;Ambos sexos;2011;22.707,78
Canarias;55 y más años;Ambos sexos;2010;23.305,04
Canarias;55 y más años;Ambos sexos;2009;20.991,75
Canarias;55 y más años;Ambos sexos;2008;20.888,67
Canarias;55 y más años;Mujeres;2021;23.766,09
Canarias;55 y más años;Mujeres;2020;23.370,72
Canarias;55 y más años;Mujeres;2019;22.553,38
Canarias;55 y más años;Mujeres;2018;22.215,28
Canarias;55 y más años;Mujeres;2017;20.385,39
Canarias;55 y más años;Mujeres;2016;20.425,09
Canarias;55 y más años;Mujeres;2015;20.354,84
Canarias;55 y más años;Mujeres;2014;-21.184,46
Canarias;55 y más años;Mujeres;2013;19.721,82
Canarias;55 y más años;Mujeres;2012;-19.002,23
Canarias;55 y más años;Mujeres;2011;-19.887,63
Canarias;55 y más años;Mujeres;2010;-20.547,26
Canarias;55 y más años;Mujeres;2009;-19.724,25
Canarias;55 y más años;Mujeres;2008;-20.742,1
Canarias;55 y más años;Hombres;2021;28.541,1
Canarias;55 y más años;Hombres;2020;26.823,13
Canarias;55 y más años;Hombres;2019;25.544,19
Canarias;55 y más años;Hombres;2018;24.488,86
Canarias;55 y más años;Hombres;2017;26.455,16
Canarias;55 y más años;Hombres;2016;25.640,59
Canarias;55 y más años;Hombres;2015;25.475,37
Canarias;55 y más años;Hombres;2014;26.337,05
Canarias;55 y más años;Hombres;2013;24.201,48
Canarias;55 y más años;Hombres;2012;25.473,46
Canarias;55 y más años;Hombres;2011;24.669,47
Canarias;55 y más años;Hombres;2010;25.190,94
Canarias;55 y más años;Hombres;2009;21.647,1
Canarias;55 y más años;Hombres;2008;20.951,99
Cantabria;Todas las edades;Ambos sexos;2021;24.470,7
Cantabria;Todas las edades;Ambos sexos;2020;23.495,12
Cantabria;Todas las edades;Ambos sexos;2019;23.347,52
Cantabria;Todas las edades;Ambos sexos;2018;22.554,83
Cantabria;Todas las edades;Ambos sexos;2017;22.390,4
Cantabria;Todas las edades;Ambos sexos;2016;22.063,02
Cantabria;Todas las edades;Ambos sexos;2015;21.856,81
Cantabria;Todas las edades;Ambos sexos;2014;21.199,83
Cantabria;Todas las edades;Ambos sexos;2013;20.052,12
Cantabria;Todas las edades;Ambos sexos;2012;20.191,51
Cantabria;Todas las edades;Ambos sexos;2011;20.931,68
Cantabria;Todas las edades;Ambos sexos;2010;21.156,79
Cantabria;Todas las edades;Ambos sexos;2009;20.869,86
Cantabria;Todas las edades;Ambos sexos;2008;20.377,68
Cantabria;Todas las edades;Mujeres;2021;21.532,96
Cantabria;Todas las edades;Mujeres;2020;20.996,83
Cantabria;Todas las edades;Mujeres;2019;20.600,16
Cantabria;Todas las edades;Mujeres;2018;19.630,01
Cantabria;Todas las edades;Mujeres;2017;19.012,2
Cantabria;Todas las edades;Mujeres;2016;18.216,84
Cantabria;Todas las edades;Mujeres;2015;17.955,79
Cantabria;Todas las edades;Mujeres;2014;17.668,55
Cantabria;Todas las edades;Mujeres;2013;16.542,34
Cantabria;Todas las edades;Mujeres;2012;16.771,99
Cantabria;Todas las edades;Mujeres;2011;17.606,84
Cantabria;Todas las edades;Mujeres;2010;17.887,59
Cantabria;Todas las edades;Mujeres;2009;18.210,65
Cantabria;Todas las edades;Mujeres;2008;17.460,14
Cantabria;Todas las edades;Hombres;2021;27.233,75
Cantabria;Todas las edades;Hombres;2020;25.804,13
Cantabria;Todas las edades;Hombres;2019;25.795,43
Cantabria;Todas las edades;Hombres;2018;25.349,01
Cantabria;Todas las edades;Hombres;2017;25.249,94
Cantabria;Todas las edades;Hombres;2016;25.210,05
Cantabria;Todas las edades;Hombres;2015;25.259,83
Cantabria;Todas las edades;Hombres;2014;24.685,21
Cantabria;Todas las edades;Hombres;2013;23.224,6
Cantabria;Todas las edades;Hombres;2012;23.309,9
Cantabria;Todas las edades;Hombres;2011;23.793,64
Cantabria;Todas las edades;Hombres;2010;23.924,51
Cantabria;Todas las edades;Hombres;2009;22.933
Cantabria;Todas las edades;Hombres;2008;22.539,72
Cantabria;Menos de 25 años;Ambos sexos;2021;-12.155,55
Cantabria;Menos de 25 años;Ambos sexos;2020;-12.940,24
Cantabria;Menos de 25 años;Ambos sexos;2019;-12.531,83
Cantabria;Menos de 25 años;Ambos sexos;2018;-12.763,72
Cantabria;Menos de 25 años;Ambos sexos;2017;..
Cantabria;Menos de 25 años;Ambos sexos;2016;..
Cantabria;Menos de 25 años;Ambos sexos;2015;..
Cantabria;Menos de 25 años;Ambos sexos;2014;..
Cantabria;Menos de 25 años;Ambos sexos;2013;-10.289,23
Cantabria;Menos de 25 años;Ambos sexos;2012;-11.419
Cantabria;Menos de 25 años;Ambos sexos;2011;-11.362,84
Cantabria;Menos de 25 años;Ambos sexos;2010;-14.003,98
Cantabria;Menos de 25 años;Ambos sexos;2009;-11.891,79
Cantabria;Menos de 25 años;Ambos sexos;2008;-13.785,7
Cantabria;Menos de 25 años;Mujeres;2021;..
Cantabria;Menos de 25 años;Mujeres;2020;..
Cantabria;Menos de 25 años;Mujeres;2019;..
Cantabria;Menos de 25 años;Mujeres;2018;..
Cantabria;Menos de 25 años;Mujeres;2017;..
Cantabria;Menos de 25 años;Mujeres;2016;..
Cantabria;Menos de 25 años;Mujeres;2015;..
Cantabria;Menos de 25 años;Mujeres;2014;..
Cantabria;Menos de 25 años;Mujeres;2013;..
Cantabria;Menos de 25 años;Mujeres;2012;..
Cantabria;Menos de 25 años;Mujeres;2011;..
Cantabria;Menos de 25 años;Mujeres;2010;-11.615,77
Cantabria;Menos de 25 años;Mujeres;2009;..
Cantabria;Menos de 25 años;Mujeres;2008;-11.746,15
Cantabria;Menos de 25 años;Hombres;2021;..
Cantabria;Menos de 25 años;Hombres;2020;..
Cantabria;Menos de 25 años;Hombres;2019;..
Cantabria;Menos de 25 años;Hombres;2018;..
Cantabria;Menos de 25 años;Hombres;2017;..
Cantabria;Menos de 25 años;Hombres;2016;..
Cantabria;Menos de 25 años;Hombres;2015;..
Cantabria;Menos de 25 años;Hombres;2014;..
Cantabria;Menos de 25 años;Hombres;2013;..
Cantabria;Menos de 25 años;Hombres;2012;..
Cantabria;Menos de 25 años;Hombres;2011;-12.926,62
Cantabria;Menos de 25 años;Hombres;2010;-16.524,06
Cantabria;Menos de 25 años;Hombres;2009;-13.119,02
Cantabria;Menos de 25 años;Hombres;2008;-15.100,03
Cantabria;De 25 a 34 años;Ambos sexos;2021;20.501,9
Cantabria;De 25 a 34 años;Ambos sexos;2020;19.736,18
Cantabria;De 25 a 34 años;Ambos sexos;2019;19.686,42
Cantabria;De 25 a 34 años;Ambos sexos;2018;18.289,24
Cantabria;De 25 a 34 años;Ambos sexos;2017;16.587,16
Cantabria;De 25 a 34 años;Ambos sexos;2016;16.471,4
Cantabria;De 25 a 34 años;Ambos sexos;2015;16.777,96
Cantabria;De 25 a 34 años;Ambos sexos;2014;17.171,14
Cantabria;De 25 a 34 años;Ambos sexos;2013;16.717,97
Cantabria;De 25 a 34 años;Ambos sexos;2012;16.886,13
Cantabria;De 25 a 34 años;Ambos sexos;2011;17.599,31
Cantabria;De 25 a 34 años;Ambos sexos;2010;18.286,41
Cantabria;De 25 a 34 años;Ambos sexos;2009;18.258,13
Cantabria;De 25 a 34 años;Ambos sexos;2008;18.306,91
Cantabria;De 25 a 34 años;Mujeres;2021;-19.791,41
Cantabria;De 25 a 34 años;Mujeres;2020;-18.945,36
Cantabria;De 25 a 34 años;Mujeres;2019;-19.268,66
Cantabria;De 25 a 34 años;Mujeres;2018;-17.265,4
Cantabria;De 25 a 34 años;Mujeres;2017;-14.845,9
Cantabria;De 25 a 34 años;Mujeres;2016;-14.279,19
Cantabria;De 25 a 34 años;Mujeres;2015;14.111,95
Cantabria;De 25 a 34 años;Mujeres;2014;15.332,08
Cantabria;De 25 a 34 años;Mujeres;2013;14.081,74
Cantabria;De 25 a 34 años;Mujeres;2012;14.571,5
Cantabria;De 25 a 34 años;Mujeres;2011;15.199,75
Cantabria;De 25 a 34 años;Mujeres;2010;16.315,05
Cantabria;De 25 a 34 años;Mujeres;2009;16.286,87
Cantabria;De 25 a 34 años;Mujeres;2008;15.877,97
Cantabria;De 25 a 34 años;Hombres;2021;21.214,14
Cantabria;De 25 a 34 años;Hombres;2020;-20.508,93
Cantabria;De 25 a 34 años;Hombres;2019;20.070,59
Cantabria;De 25 a 34 años;Hombres;2018;-19.307,37
Cantabria;De 25 a 34 años;Hombres;2017;18.243,02
Cantabria;De 25 a 34 años;Hombres;2016;-18.994,26
Cantabria;De 25 a 34 años;Hombres;2015;20.056,26
Cantabria;De 25 a 34 años;Hombres;2014;19.620,69
Cantabria;De 25 a 34 años;Hombres;2013;19.501,71
Cantabria;De 25 a 34 años;Hombres;2012;19.522,44
Cantabria;De 25 a 34 años;Hombres;2011;20.185,82
Cantabria;De 25 a 34 años;Hombres;2010;20.269,91
Cantabria;De 25 a 34 años;Hombres;2009;20.474,49
Cantabria;De 25 a 34 años;Hombres;2008;20.807,14
Cantabria;De 35 a 44 años;Ambos sexos;2021;23.885,02
Cantabria;De 35 a 44 años;Ambos sexos;2020;23.422,37
Cantabria;De 35 a 44 años;Ambos sexos;2019;23.087,71
Cantabria;De 35 a 44 años;Ambos sexos;2018;22.549,69
Cantabria;De 35 a 44 años;Ambos sexos;2017;22.287,34
Cantabria;De 35 a 44 años;Ambos sexos;2016;21.259,52
Cantabria;De 35 a 44 años;Ambos sexos;2015;20.930,28
Cantabria;De 35 a 44 años;Ambos sexos;2014;21.580,58
Cantabria;De 35 a 44 años;Ambos sexos;2013;20.036,62
Cantabria;De 35 a 44 años;Ambos sexos;2012;20.564,54
Cantabria;De 35 a 44 años;Ambos sexos;2011;21.402,67
Cantabria;De 35 a 44 años;Ambos sexos;2010;22.112,43
Cantabria;De 35 a 44 años;Ambos sexos;2009;21.685,98
Cantabria;De 35 a 44 años;Ambos sexos;2008;20.506,98
Cantabria;De 35 a 44 años;Mujeres;2021;21.496,57
Cantabria;De 35 a 44 años;Mujeres;2020;21.227,98
Cantabria;De 35 a 44 años;Mujeres;2019;20.139,15
Cantabria;De 35 a 44 años;Mujeres;2018;19.690,52
Cantabria;De 35 a 44 años;Mujeres;2017;19.286,16
Cantabria;De 35 a 44 años;Mujeres;2016;17.555,58
Cantabria;De 35 a 44 años;Mujeres;2015;17.371,34
Cantabria;De 35 a 44 años;Mujeres;2014;17.847,5
Cantabria;De 35 a 44 años;Mujeres;2013;17.121,2
Cantabria;De 35 a 44 años;Mujeres;2012;16.971,19
Cantabria;De 35 a 44 años;Mujeres;2011;18.161,22
Cantabria;De 35 a 44 años;Mujeres;2010;18.634,66
Cantabria;De 35 a 44 años;Mujeres;2009;19.685,91
Cantabria;De 35 a 44 años;Mujeres;2008;17.703,79
Cantabria;De 35 a 44 años;Hombres;2021;26.282,33
Cantabria;De 35 a 44 años;Hombres;2020;25.709,51
Cantabria;De 35 a 44 años;Hombres;2019;25.998,19
Cantabria;De 35 a 44 años;Hombres;2018;25.199,55
Cantabria;De 35 a 44 años;Hombres;2017;24.993,97
Cantabria;De 35 a 44 años;Hombres;2016;24.112,18
Cantabria;De 35 a 44 años;Hombres;2015;23.905,35
Cantabria;De 35 a 44 años;Hombres;2014;25.240,86
Cantabria;De 35 a 44 años;Hombres;2013;22.797,89
Cantabria;De 35 a 44 años;Hombres;2012;24.115,84
Cantabria;De 35 a 44 años;Hombres;2011;24.306,58
Cantabria;De 35 a 44 años;Hombres;2010;25.153,6
Cantabria;De 35 a 44 años;Hombres;2009;23.295,1
Cantabria;De 35 a 44 años;Hombres;2008;22.695,56
Cantabria;De 45 a 54 años;Ambos sexos;2021;26.383,28
Cantabria;De 45 a 54 años;Ambos sexos;2020;25.068,96
Cantabria;De 45 a 54 años;Ambos sexos;2019;24.647,25
Cantabria;De 45 a 54 años;Ambos sexos;2018;24.350,83
Cantabria;De 45 a 54 años;Ambos sexos;2017;23.631,37
Cantabria;De 45 a 54 años;Ambos sexos;2016;24.137,19
Cantabria;De 45 a 54 años;Ambos sexos;2015;24.611,36
Cantabria;De 45 a 54 años;Ambos sexos;2014;24.173,13
Cantabria;De 45 a 54 años;Ambos sexos;2013;22.031,23
Cantabria;De 45 a 54 años;Ambos sexos;2012;22.232,21
Cantabria;De 45 a 54 años;Ambos sexos;2011;24.024,56
Cantabria;De 45 a 54 años;Ambos sexos;2010;24.156,16
Cantabria;De 45 a 54 años;Ambos sexos;2009;23.370,89
Cantabria;De 45 a 54 años;Ambos sexos;2008;22.727,78
Cantabria;De 45 a 54 años;Mujeres;2021;22.875,39
Cantabria;De 45 a 54 años;Mujeres;2020;21.804,96
Cantabria;De 45 a 54 años;Mujeres;2019;21.127,99
Cantabria;De 45 a 54 años;Mujeres;2018;20.871,9
Cantabria;De 45 a 54 años;Mujeres;2017;19.864,05
Cantabria;De 45 a 54 años;Mujeres;2016;19.613
Cantabria;De 45 a 54 años;Mujeres;2015;20.576,62
Cantabria;De 45 a 54 años;Mujeres;2014;19.634,04
Cantabria;De 45 a 54 años;Mujeres;2013;17.937,68
Cantabria;De 45 a 54 años;Mujeres;2012;18.376,82
Cantabria;De 45 a 54 años;Mujeres;2011;20.204,89
Cantabria;De 45 a 54 años;Mujeres;2010;19.722,34
Cantabria;De 45 a 54 años;Mujeres;2009;20.172,08
Cantabria;De 45 a 54 años;Mujeres;2008;19.731,14
Cantabria;De 45 a 54 años;Hombres;2021;29.501,29
Cantabria;De 45 a 54 años;Hombres;2020;27.872,16
Cantabria;De 45 a 54 años;Hombres;2019;27.343,48
Cantabria;De 45 a 54 años;Hombres;2018;27.679,56
Cantabria;De 45 a 54 años;Hombres;2017;26.891,24
Cantabria;De 45 a 54 años;Hombres;2016;27.922
Cantabria;De 45 a 54 años;Hombres;2015;27.929,05
Cantabria;De 45 a 54 años;Hombres;2014;27.903,36
Cantabria;De 45 a 54 años;Hombres;2013;25.629,57
Cantabria;De 45 a 54 años;Hombres;2012;25.422,49
Cantabria;De 45 a 54 años;Hombres;2011;27.028,28
Cantabria;De 45 a 54 años;Hombres;2010;27.679,9
Cantabria;De 45 a 54 años;Hombres;2009;25.465,92
Cantabria;De 45 a 54 años;Hombres;2008;24.677,23
Cantabria;55 y más años;Ambos sexos;2021;26.317,15
Cantabria;55 y más años;Ambos sexos;2020;24.995,06
Cantabria;55 y más años;Ambos sexos;2019;26.046,54
Cantabria;55 y más años;Ambos sexos;2018;25.062,81
Cantabria;55 y más años;Ambos sexos;2017;26.314,35
