Comunidades y ciudades autónomas;Sexo;Número de penas;Periodo;Total
06 Cantabria;Total;Condenados con cinco penas;2016;125
06 Cantabria;Total;Condenados con cinco penas;2015;97
06 Cantabria;Total;Condenados con cinco penas;2014;130
06 Cantabria;Total;Condenados con cinco penas;2013;126
06 Cantabria;Total;Condenados con seis o más penas;2022;347
06 Cantabria;Total;Condenados con seis o más penas;2021;312
06 Cantabria;Total;Condenados con seis o más penas;2020;222
06 Cantabria;Total;Condenados con seis o más penas;2019;282
06 Cantabria;Total;Condenados con seis o más penas;2018;309
06 Cantabria;Total;Condenados con seis o más penas;2017;281
06 Cantabria;Total;Condenados con seis o más penas;2016;266
06 Cantabria;Total;Condenados con seis o más penas;2015;215
06 Cantabria;Total;Condenados con seis o más penas;2014;237
06 Cantabria;Total;Condenados con seis o más penas;2013;206
06 Cantabria;Hombres;Total;2022;3.127
06 Cantabria;Hombres;Total;2021;2.890
06 Cantabria;Hombres;Total;2020;2.379
06 Cantabria;Hombres;Total;2019;2.764
06 Cantabria;Hombres;Total;2018;2.707
06 Cantabria;Hombres;Total;2017;2.668
06 Cantabria;Hombres;Total;2016;2.725
06 Cantabria;Hombres;Total;2015;2.204
06 Cantabria;Hombres;Total;2014;2.284
06 Cantabria;Hombres;Total;2013;2.280
06 Cantabria;Hombres;Condenados con una pena;2022;1.141
06 Cantabria;Hombres;Condenados con una pena;2021;1.034
06 Cantabria;Hombres;Condenados con una pena;2020;897
06 Cantabria;Hombres;Condenados con una pena;2019;877
06 Cantabria;Hombres;Condenados con una pena;2018;913
06 Cantabria;Hombres;Condenados con una pena;2017;861
06 Cantabria;Hombres;Condenados con una pena;2016;867
06 Cantabria;Hombres;Condenados con una pena;2015;542
06 Cantabria;Hombres;Condenados con una pena;2014;494
06 Cantabria;Hombres;Condenados con una pena;2013;507
06 Cantabria;Hombres;Condenados con dos penas;2022;1.044
06 Cantabria;Hombres;Condenados con dos penas;2021;920
06 Cantabria;Hombres;Condenados con dos penas;2020;762
06 Cantabria;Hombres;Condenados con dos penas;2019;975
06 Cantabria;Hombres;Condenados con dos penas;2018;931
06 Cantabria;Hombres;Condenados con dos penas;2017;962
06 Cantabria;Hombres;Condenados con dos penas;2016;988
06 Cantabria;Hombres;Condenados con dos penas;2015;885
06 Cantabria;Hombres;Condenados con dos penas;2014;966
06 Cantabria;Hombres;Condenados con dos penas;2013;989
06 Cantabria;Hombres;Condenados con tres penas;2022;289
06 Cantabria;Hombres;Condenados con tres penas;2021;263
06 Cantabria;Hombres;Condenados con tres penas;2020;211
06 Cantabria;Hombres;Condenados con tres penas;2019;293
06 Cantabria;Hombres;Condenados con tres penas;2018;281
06 Cantabria;Hombres;Condenados con tres penas;2017;289
06 Cantabria;Hombres;Condenados con tres penas;2016;322
06 Cantabria;Hombres;Condenados con tres penas;2015;260
06 Cantabria;Hombres;Condenados con tres penas;2014;266
06 Cantabria;Hombres;Condenados con tres penas;2013;281
06 Cantabria;Hombres;Condenados con cuatro penas;2022;226
06 Cantabria;Hombres;Condenados con cuatro penas;2021;251
06 Cantabria;Hombres;Condenados con cuatro penas;2020;192
06 Cantabria;Hombres;Condenados con cuatro penas;2019;236
06 Cantabria;Hombres;Condenados con cuatro penas;2018;197
06 Cantabria;Hombres;Condenados con cuatro penas;2017;208
06 Cantabria;Hombres;Condenados con cuatro penas;2016;199
06 Cantabria;Hombres;Condenados con cuatro penas;2015;232
06 Cantabria;Hombres;Condenados con cuatro penas;2014;219
06 Cantabria;Hombres;Condenados con cuatro penas;2013;203
06 Cantabria;Hombres;Condenados con cinco penas;2022;121
06 Cantabria;Hombres;Condenados con cinco penas;2021;140
06 Cantabria;Hombres;Condenados con cinco penas;2020;112
06 Cantabria;Hombres;Condenados con cinco penas;2019;123
06 Cantabria;Hombres;Condenados con cinco penas;2018;108
06 Cantabria;Hombres;Condenados con cinco penas;2017;98
06 Cantabria;Hombres;Condenados con cinco penas;2016;111
06 Cantabria;Hombres;Condenados con cinco penas;2015;89
06 Cantabria;Hombres;Condenados con cinco penas;2014;118
06 Cantabria;Hombres;Condenados con cinco penas;2013;112
06 Cantabria;Hombres;Condenados con seis o más penas;2022;306
06 Cantabria;Hombres;Condenados con seis o más penas;2021;282
06 Cantabria;Hombres;Condenados con seis o más penas;2020;205
06 Cantabria;Hombres;Condenados con seis o más penas;2019;260
06 Cantabria;Hombres;Condenados con seis o más penas;2018;277
06 Cantabria;Hombres;Condenados con seis o más penas;2017;250
06 Cantabria;Hombres;Condenados con seis o más penas;2016;238
06 Cantabria;Hombres;Condenados con seis o más penas;2015;196
06 Cantabria;Hombres;Condenados con seis o más penas;2014;221
06 Cantabria;Hombres;Condenados con seis o más penas;2013;188
06 Cantabria;Mujeres;Total;2022;851
06 Cantabria;Mujeres;Total;2021;756
06 Cantabria;Mujeres;Total;2020;583
06 Cantabria;Mujeres;Total;2019;711
06 Cantabria;Mujeres;Total;2018;743
06 Cantabria;Mujeres;Total;2017;652
06 Cantabria;Mujeres;Total;2016;645
06 Cantabria;Mujeres;Total;2015;376
06 Cantabria;Mujeres;Total;2014;338
06 Cantabria;Mujeres;Total;2013;338
06 Cantabria;Mujeres;Condenados con una pena;2022;461
06 Cantabria;Mujeres;Condenados con una pena;2021;399
06 Cantabria;Mujeres;Condenados con una pena;2020;328
06 Cantabria;Mujeres;Condenados con una pena;2019;374
06 Cantabria;Mujeres;Condenados con una pena;2018;413
06 Cantabria;Mujeres;Condenados con una pena;2017;360
06 Cantabria;Mujeres;Condenados con una pena;2016;345
06 Cantabria;Mujeres;Condenados con una pena;2015;161
06 Cantabria;Mujeres;Condenados con una pena;2014;81
06 Cantabria;Mujeres;Condenados con una pena;2013;88
06 Cantabria;Mujeres;Condenados con dos penas;2022;220
06 Cantabria;Mujeres;Condenados con dos penas;2021;201
06 Cantabria;Mujeres;Condenados con dos penas;2020;158
06 Cantabria;Mujeres;Condenados con dos penas;2019;189
06 Cantabria;Mujeres;Condenados con dos penas;2018;181
06 Cantabria;Mujeres;Condenados con dos penas;2017;166
06 Cantabria;Mujeres;Condenados con dos penas;2016;157
06 Cantabria;Mujeres;Condenados con dos penas;2015;112
06 Cantabria;Mujeres;Condenados con dos penas;2014;154
06 Cantabria;Mujeres;Condenados con dos penas;2013;156
06 Cantabria;Mujeres;Condenados con tres penas;2022;71
06 Cantabria;Mujeres;Condenados con tres penas;2021;74
06 Cantabria;Mujeres;Condenados con tres penas;2020;41
06 Cantabria;Mujeres;Condenados con tres penas;2019;72
06 Cantabria;Mujeres;Condenados con tres penas;2018;66
06 Cantabria;Mujeres;Condenados con tres penas;2017;59
06 Cantabria;Mujeres;Condenados con tres penas;2016;73
06 Cantabria;Mujeres;Condenados con tres penas;2015;46
06 Cantabria;Mujeres;Condenados con tres penas;2014;49
06 Cantabria;Mujeres;Condenados con tres penas;2013;37
06 Cantabria;Mujeres;Condenados con cuatro penas;2022;47
06 Cantabria;Mujeres;Condenados con cuatro penas;2021;37
06 Cantabria;Mujeres;Condenados con cuatro penas;2020;24
06 Cantabria;Mujeres;Condenados con cuatro penas;2019;35
06 Cantabria;Mujeres;Condenados con cuatro penas;2018;35
06 Cantabria;Mujeres;Condenados con cuatro penas;2017;25
06 Cantabria;Mujeres;Condenados con cuatro penas;2016;28
06 Cantabria;Mujeres;Condenados con cuatro penas;2015;30
06 Cantabria;Mujeres;Condenados con cuatro penas;2014;26
06 Cantabria;Mujeres;Condenados con cuatro penas;2013;25
06 Cantabria;Mujeres;Condenados con cinco penas;2022;11
06 Cantabria;Mujeres;Condenados con cinco penas;2021;15
06 Cantabria;Mujeres;Condenados con cinco penas;2020;15
06 Cantabria;Mujeres;Condenados con cinco penas;2019;19
06 Cantabria;Mujeres;Condenados con cinco penas;2018;16
06 Cantabria;Mujeres;Condenados con cinco penas;2017;11
06 Cantabria;Mujeres;Condenados con cinco penas;2016;14
06 Cantabria;Mujeres;Condenados con cinco penas;2015;8
06 Cantabria;Mujeres;Condenados con cinco penas;2014;12
06 Cantabria;Mujeres;Condenados con cinco penas;2013;14
06 Cantabria;Mujeres;Condenados con seis o más penas;2022;41
06 Cantabria;Mujeres;Condenados con seis o más penas;2021;30
06 Cantabria;Mujeres;Condenados con seis o más penas;2020;17
06 Cantabria;Mujeres;Condenados con seis o más penas;2019;22
06 Cantabria;Mujeres;Condenados con seis o más penas;2018;32
06 Cantabria;Mujeres;Condenados con seis o más penas;2017;31
06 Cantabria;Mujeres;Condenados con seis o más penas;2016;28
06 Cantabria;Mujeres;Condenados con seis o más penas;2015;19
06 Cantabria;Mujeres;Condenados con seis o más penas;2014;16
06 Cantabria;Mujeres;Condenados con seis o más penas;2013;18
07 Castilla y León;Total;Total;2022;13.261
07 Castilla y León;Total;Total;2021;11.851
07 Castilla y León;Total;Total;2020;8.674
07 Castilla y León;Total;Total;2019;11.501
07 Castilla y León;Total;Total;2018;11.486
07 Castilla y León;Total;Total;2017;11.434
07 Castilla y León;Total;Total;2016;10.551
07 Castilla y León;Total;Total;2015;8.962
07 Castilla y León;Total;Total;2014;9.009
07 Castilla y León;Total;Total;2013;9.596
07 Castilla y León;Total;Condenados con una pena;2022;5.014
07 Castilla y León;Total;Condenados con una pena;2021;4.348
07 Castilla y León;Total;Condenados con una pena;2020;3.370
07 Castilla y León;Total;Condenados con una pena;2019;4.398
07 Castilla y León;Total;Condenados con una pena;2018;4.442
07 Castilla y León;Total;Condenados con una pena;2017;4.242
07 Castilla y León;Total;Condenados con una pena;2016;3.794
07 Castilla y León;Total;Condenados con una pena;2015;2.034
07 Castilla y León;Total;Condenados con una pena;2014;1.868
07 Castilla y León;Total;Condenados con una pena;2013;1.854
07 Castilla y León;Total;Condenados con dos penas;2022;4.172
07 Castilla y León;Total;Condenados con dos penas;2021;3.620
07 Castilla y León;Total;Condenados con dos penas;2020;2.684
07 Castilla y León;Total;Condenados con dos penas;2019;3.558
07 Castilla y León;Total;Condenados con dos penas;2018;3.593
07 Castilla y León;Total;Condenados con dos penas;2017;3.780
07 Castilla y León;Total;Condenados con dos penas;2016;3.662
07 Castilla y León;Total;Condenados con dos penas;2015;3.763
07 Castilla y León;Total;Condenados con dos penas;2014;3.940
07 Castilla y León;Total;Condenados con dos penas;2013;4.440
07 Castilla y León;Total;Condenados con tres penas;2022;1.356
07 Castilla y León;Total;Condenados con tres penas;2021;1.332
07 Castilla y León;Total;Condenados con tres penas;2020;882
07 Castilla y León;Total;Condenados con tres penas;2019;1.197
07 Castilla y León;Total;Condenados con tres penas;2018;1.148
07 Castilla y León;Total;Condenados con tres penas;2017;1.212
07 Castilla y León;Total;Condenados con tres penas;2016;1.091
07 Castilla y León;Total;Condenados con tres penas;2015;1.191
07 Castilla y León;Total;Condenados con tres penas;2014;1.157
07 Castilla y León;Total;Condenados con tres penas;2013;1.172
07 Castilla y León;Total;Condenados con cuatro penas;2022;1.029
07 Castilla y León;Total;Condenados con cuatro penas;2021;926
07 Castilla y León;Total;Condenados con cuatro penas;2020;661
07 Castilla y León;Total;Condenados con cuatro penas;2019;886
07 Castilla y León;Total;Condenados con cuatro penas;2018;926
07 Castilla y León;Total;Condenados con cuatro penas;2017;907
07 Castilla y León;Total;Condenados con cuatro penas;2016;816
07 Castilla y León;Total;Condenados con cuatro penas;2015;875
07 Castilla y León;Total;Condenados con cuatro penas;2014;898
07 Castilla y León;Total;Condenados con cuatro penas;2013;905
07 Castilla y León;Total;Condenados con cinco penas;2022;475
07 Castilla y León;Total;Condenados con cinco penas;2021;473
07 Castilla y León;Total;Condenados con cinco penas;2020;333
07 Castilla y León;Total;Condenados con cinco penas;2019;442
07 Castilla y León;Total;Condenados con cinco penas;2018;419
07 Castilla y León;Total;Condenados con cinco penas;2017;425
07 Castilla y León;Total;Condenados con cinco penas;2016;420
07 Castilla y León;Total;Condenados con cinco penas;2015;388
07 Castilla y León;Total;Condenados con cinco penas;2014;381
07 Castilla y León;Total;Condenados con cinco penas;2013;452
07 Castilla y León;Total;Condenados con seis o más penas;2022;1.215
07 Castilla y León;Total;Condenados con seis o más penas;2021;1.152
07 Castilla y León;Total;Condenados con seis o más penas;2020;744
07 Castilla y León;Total;Condenados con seis o más penas;2019;1.020
07 Castilla y León;Total;Condenados con seis o más penas;2018;958
07 Castilla y León;Total;Condenados con seis o más penas;2017;868
07 Castilla y León;Total;Condenados con seis o más penas;2016;768
07 Castilla y León;Total;Condenados con seis o más penas;2015;711
07 Castilla y León;Total;Condenados con seis o más penas;2014;765
07 Castilla y León;Total;Condenados con seis o más penas;2013;773
07 Castilla y León;Hombres;Total;2022;10.652
07 Castilla y León;Hombres;Total;2021;9.458
07 Castilla y León;Hombres;Total;2020;6.922
07 Castilla y León;Hombres;Total;2019;9.148
07 Castilla y León;Hombres;Total;2018;9.059
07 Castilla y León;Hombres;Total;2017;9.111
07 Castilla y León;Hombres;Total;2016;8.628
07 Castilla y León;Hombres;Total;2015;7.734
07 Castilla y León;Hombres;Total;2014;7.918
07 Castilla y León;Hombres;Total;2013;8.542
07 Castilla y León;Hombres;Condenados con una pena;2022;3.668
07 Castilla y León;Hombres;Condenados con una pena;2021;3.108
07 Castilla y León;Hombres;Condenados con una pena;2020;2.413
07 Castilla y León;Hombres;Condenados con una pena;2019;3.158
07 Castilla y León;Hombres;Condenados con una pena;2018;3.122
07 Castilla y León;Hombres;Condenados con una pena;2017;3.012
07 Castilla y León;Hombres;Condenados con una pena;2016;2.797
07 Castilla y León;Hombres;Condenados con una pena;2015;1.650
07 Castilla y León;Hombres;Condenados con una pena;2014;1.616
07 Castilla y León;Hombres;Condenados con una pena;2013;1.618
07 Castilla y León;Hombres;Condenados con dos penas;2022;3.486
07 Castilla y León;Hombres;Condenados con dos penas;2021;3.023
07 Castilla y León;Hombres;Condenados con dos penas;2020;2.257
07 Castilla y León;Hombres;Condenados con dos penas;2019;2.975
07 Castilla y León;Hombres;Condenados con dos penas;2018;3.017
07 Castilla y León;Hombres;Condenados con dos penas;2017;3.176
07 Castilla y León;Hombres;Condenados con dos penas;2016;3.123
07 Castilla y León;Hombres;Condenados con dos penas;2015;3.289
07 Castilla y León;Hombres;Condenados con dos penas;2014;3.452
07 Castilla y León;Hombres;Condenados con dos penas;2013;3.961
07 Castilla y León;Hombres;Condenados con tres penas;2022;1.102
07 Castilla y León;Hombres;Condenados con tres penas;2021;1.097
07 Castilla y León;Hombres;Condenados con tres penas;2020;725
07 Castilla y León;Hombres;Condenados con tres penas;2019;999
07 Castilla y León;Hombres;Condenados con tres penas;2018;941
07 Castilla y León;Hombres;Condenados con tres penas;2017;993
07 Castilla y León;Hombres;Condenados con tres penas;2016;916
07 Castilla y León;Hombres;Condenados con tres penas;2015;1.016
07 Castilla y León;Hombres;Condenados con tres penas;2014;982
07 Castilla y León;Hombres;Condenados con tres penas;2013;1.015
07 Castilla y León;Hombres;Condenados con cuatro penas;2022;896
07 Castilla y León;Hombres;Condenados con cuatro penas;2021;800
07 Castilla y León;Hombres;Condenados con cuatro penas;2020;576
07 Castilla y León;Hombres;Condenados con cuatro penas;2019;762
07 Castilla y León;Hombres;Condenados con cuatro penas;2018;802
07 Castilla y León;Hombres;Condenados con cuatro penas;2017;772
07 Castilla y León;Hombres;Condenados con cuatro penas;2016;734
07 Castilla y León;Hombres;Condenados con cuatro penas;2015;781
07 Castilla y León;Hombres;Condenados con cuatro penas;2014;805
07 Castilla y León;Hombres;Condenados con cuatro penas;2013;823
07 Castilla y León;Hombres;Condenados con cinco penas;2022;411
07 Castilla y León;Hombres;Condenados con cinco penas;2021;409
07 Castilla y León;Hombres;Condenados con cinco penas;2020;289
07 Castilla y León;Hombres;Condenados con cinco penas;2019;379
07 Castilla y León;Hombres;Condenados con cinco penas;2018;353
07 Castilla y León;Hombres;Condenados con cinco penas;2017;375
07 Castilla y León;Hombres;Condenados con cinco penas;2016;368
07 Castilla y León;Hombres;Condenados con cinco penas;2015;344
07 Castilla y León;Hombres;Condenados con cinco penas;2014;350
07 Castilla y León;Hombres;Condenados con cinco penas;2013;415
07 Castilla y León;Hombres;Condenados con seis o más penas;2022;1.089
07 Castilla y León;Hombres;Condenados con seis o más penas;2021;1.021
07 Castilla y León;Hombres;Condenados con seis o más penas;2020;662
07 Castilla y León;Hombres;Condenados con seis o más penas;2019;875
07 Castilla y León;Hombres;Condenados con seis o más penas;2018;824
07 Castilla y León;Hombres;Condenados con seis o más penas;2017;783
07 Castilla y León;Hombres;Condenados con seis o más penas;2016;690
07 Castilla y León;Hombres;Condenados con seis o más penas;2015;654
07 Castilla y León;Hombres;Condenados con seis o más penas;2014;713
07 Castilla y León;Hombres;Condenados con seis o más penas;2013;710
07 Castilla y León;Mujeres;Total;2022;2.609
07 Castilla y León;Mujeres;Total;2021;2.393
07 Castilla y León;Mujeres;Total;2020;1.752
07 Castilla y León;Mujeres;Total;2019;2.353
07 Castilla y León;Mujeres;Total;2018;2.427
07 Castilla y León;Mujeres;Total;2017;2.323
07 Castilla y León;Mujeres;Total;2016;1.923
07 Castilla y León;Mujeres;Total;2015;1.228
07 Castilla y León;Mujeres;Total;2014;1.091
07 Castilla y León;Mujeres;Total;2013;1.054
07 Castilla y León;Mujeres;Condenados con una pena;2022;1.346
